Chronogram1	1_BC11926.png   2733207354
Expr5038	B0285.1_BC15645_GFP_l-1_1.jpg	2735585742
Expr5042	B0285.9_BC14636_GFP_l-3_1.jpg	2734752761
Expr5043	B0286.4c_BC15504_GFP_l-4_1bi.jpg	2735587282
Expr5045	B0303.3_BC12923_GFP_l-2_1.jpg	2734754237
Expr5049	B0304.8_BC14646_GFP_l-1_1.jpg	2735588184
Expr5052	B0334.4_BC11512_GFP_l-2_2bi.jpg	2734755547
Expr5053	B0334.8_BC10837_GFP_l-1_1.jpg	2734756021
Expr5054	B0336.10_BC14119_l-2_1and2.jpg	2734756555
Expr5056	B0336.3_BC10655_GFP_l-3_1bi.jpg	2734757639
Expr5058	B0350.2f_BC14133_GFP_l-2_1.jpg	2735591740
Expr5059	B0361.6_BC10417_GFP_l-1_2.jpg	2734758973
Expr5061	B0393.1_BC13748_GFP_a-4_1.jpg	2735593064
Expr5062	B0393.6_BC16159_GFP_l-1_1bi.jpg	2734760113
Expr5064	B0403.4_BC14242_GFP_l-1_1.jpg	2734760717
Expr5065	B0403.4_BC13607_GFP_l-4_1bi.jpg	2735594864
Expr5068	B0414.2_BC11408_GFP_l-1_1.jpg	2734761681
Expr5073	B0454.3_BC16142_GFP_l-1_1.jpg	2734762161
Expr5081	B0511.6_BC10162_GFP_a-6_1bi.jpg	2735596224
Expr5085	B0546.1_BC14118_GFP_l-1_1.jpg	2734764155
Expr5087	BE0003N10.2_BC16292_GFP_l-4_1bi.jpg	2734764823
Expr5088	C01B12.3_BC12593_GFP_l-2_1prj3.jpg	2734765377
Expr5096	C01G10.7_BC14898_GFP_l-3_1.jpg	2734766003
Expr5098	C01G8.4_BC10442_GFP_l-1_1bi.jpg	2734766501
Expr5099	C01G8.5a_BC10874_GFP_l-1_1bi.jpg	2734767407
Expr5103	C02B4.2_BC15179_GFP_l-3_1bi.jpg	2735601720
Expr5105	C02C2.4_BC15260_GFP_l-1_1.jpg	2734768765
Expr5106	C02C6.1a_BC13292_GFP-tail.jpg	2735602834
Expr5112	C02F12.5_BC14615_GFP_l-2_1bi.jpg	2734770007
Expr5114	C02F5.4_BC13988_GFP_a-2_1.jpg	2734770649
Expr5115	C02H7.1_BC13585_GFP_phasmid.jpg	2735604506
Expr5120	C03A7.10_BC15345_GFP_l-1_1.jpg	2734771757
Expr5121	C03B8.4_BC14138_GFP_l-3_1.jpg	2735605598
Expr5126	C03D6.3_BC13996_GFP_l-1_2.jpg	2735606214
Expr5127	C03D6.5_BC15298_GFP_l-1_1.jpg	2735606538
Expr5131	C03G5.1_BC12851_GFP_l-2_1Ch1.jpg	2735607168
Expr5132	C03G5.1_DM12851_tail.jpg	2734774629
Expr5135	C03G6.10_BC15653_GFP_l-3_1.jpg	2735608252
Expr5137	C04A11.3_BC13643_GFP_a-2_2.jpg	2734775829
Expr5139	C04C3.3_BC14524_GFP_l-2_1.jpg	2734776435
Expr5142	C04E12.7_BC13266_GFP.jpg	2735610002
Expr5147	C04F5.6_BC14730_GFP_l-2_1.jpg	2735610402
Expr5150	C04G2.6_BC14951_GFP_l-3_1.jpg	2734778197
Expr5159	C05C10.6a_BC14904_GFP_l-2_1.jpg	2735611906
Expr5160	C05C12.3_BC14877_GFP_l-1_1.jpg	2734779241
Expr5161	C05C8.1_BC15652_GFP_l-2_1.jpg	2735613022
Expr5162	C05C8.2_BC10838_GFP_l-3_1.jpg	2734780479
Expr5163	C05C8.6_BC10144_GFP_l-3_1bi.jpg	2734781151
Expr5174	C05D11.5_BC14639_GFP_l-1_1.jpg	2734781761
Expr5175	C05D11.7b_BC16156_GFP_l-1_1.jpg	2734782907
Expr5176	C05D9.1_BC14109_GFP_l-3_1bi.jpg	2735616912
Expr5177	C05D9.5_BC15051_GFP_l-2_1.jpg	2734785269
Expr5178	C05E4.1_BC15183_GFP_l-2_1.jpg	2735618874
Expr5179	C05E4.11_BC15290_GFP_l-2_1bi.jpg	2734786483
Expr5180	C05E4.3_BC11438_GFP_l-1_1.jpg	2734786999
Expr5182	C06A8.1a_BC13891_GFP_l-2_1bi.jpg	2735620870
Expr5185	C06B3.4_BC12544_GFP_l-1_1bi.jpg	2734788777
Expr5190	C06E8.3a_BC14881_GFP_l-2_1.jpg	2735622400
Expr5192	C06G3.5_BC15491_GFP_l-2_1.jpg	2735623496
Expr5195	C06H2.4_BC14465_GFP_l-1_1bi.jpg	2734791387
Expr5197	C07D10.4_BC13679_GFP_a-1_1.jpg	2734791795
Expr5198	C07E3.5_BC15173_GFP_l-2_1.jpg	2734792341
Expr5199	C07G3.10_BC15556_GFP_a-1_1.jpg	2734792729
Expr5201	C07H6.2_BC12889_GFP_l-2_1.jpg	2735626116
Expr5203	C07H6.3_BC12754_GFP_a-1_2bi.jpg	2735627060
Expr5205	C08B11.3_BC13898_GFP_l-1_1bi.jpg	2735627680
Expr5208	C08C3.2_BC12550_GFP_l-2_1prjctn39.jpg	2734795145
Expr5210	C08F8.1_BC13714_GFP_l-2_1.jpg	2735628794
Expr5214	C09D4.5_BC14111_GFP_a-5_1.jpg	2734796495
Expr5215	C09D8.1a_BC13391_GFP_2.jpg	2735629902
Expr5216	C09E10.2a_BC13544_GFP_l-1_2.jpg	2735630550
Expr5218	C09E7.8a_BC16286_GFP_l-1_1.jpg	2734798279
Expr5222	C09G12.1_BC10754_GFP_l-1_1bi.jpg	2735631542
Expr5225	C09G4.1_BC10421_GFP_l-2_2.jpg	2735632038
Expr5228	C09H6.2a_BC11925_GFP_a-7_2Ch1.jpg	2734799955
Expr5229	C09H6.2a_BC12910_GFP_l-2_1bi.jpg	2735633468
Expr5231	C10C6.5_BC11858_GFP_a-7_1bi.jpg	2735634128
Expr5236	C10H11.1_BC12473_GFP_l-3_2bi.jpg	2734802103
Expr5240	C11D2.6a_BC15028_GFP_l-1_1bi.jpg	2734802651
Expr5241	C11D9.1_BC15697_GFP_l-1_1.jpg	2734803107
Expr5242	C11E4.1_BC13447_GFP_l-1_1.jpg	2734803651
Expr5244	C12C8.1_BC10060_GFP_l-1_1.jpg	2734804031
Expr5245	C12D5.11_BC14645_GFP_l-2_1bi.jpg	2734804883
Expr5246	C12D8.1a_BC11926_GFP_l-2_1.jpg	2735638894
Expr5249	C13B9.3_BC12650_GFP_l-2_1.jpg	2735639438
Expr5255	C13D9.1_BC15987_GFP_a-3_1.jpg	2735639952
Expr5258	C13F10.4_BC10711_GFP_l-1_2Ch1.jpg	2735640646
Expr5259	C13F10.7_BC15499_GFP_l-5_1.jpg	2734808647
Expr5263	C13G5.1_BC12234_GFP_l-1_1.jpg	2735642068
Expr5264	C14A4.1_BC14409_GFP_l-1_1bi.jpg	2735642622
Expr5266	C14C10.5_BC13497_GFP_l-1_1.jpg	2734810213
Expr5270	C15C8.7_BC11894_GFP_a-1_1.jpg	2735643544
Expr5271	C15H9.1_BC10466_GFP_l-5_1.jpg	2734811351
Expr5275	C16A3.10b_BC16196_GFP_a-1_2.jpg	2735644832
Expr5276	C16C10.1_BC14096_GFP_l-1_1bi.jpg	2735645642
Expr5277	C16C10.10_BC15643_GFP_l-1_2.jpg	2734813287
Expr5278	C16C10.11_BC14394_GFP_l-1_1.jpg	2735647036
Expr5279	C16C10.4_BC14128_GFP_l-4_1.jpg	2734814741
Expr5281	C16C2.1_BC10763_GFP_l-2_1bi.jpg	2735648374
Expr5283	C16D9.2_BC13820_GFP_l-1_1bi.jpg	2735649026
Expr5285	C17E4.5_BC10478_GFP_l-4_1prjctn3.jpg	2735649660
Expr5286	C17F4.10_BC16202_GFP_l-1_1bi.jpg	2735650096
Expr5290	C17G10.2_BC12669_GFP_a-3_1Ch1.jpg	2734817609
Expr5292	C17H11.6b_BC13998_GFP_l-1_2.jpg	2735651768
Expr5293	C17H12.1_BC14694_GFP_a-1_1bi.jpg	2734819277
Expr5294	C17H12.13_BC15588_GFP_a-1_2.jpg	2735653058
Expr5300	C18B12.3_BC10044_GFP_l-1_1.jpg	2735653542
Expr5301	C18C4.10b_BC11100_GFP_l-2_1.jpg	2735654176
Expr5302	C18C4.2_BC10556_GFP_l-1_1.jpg	2734821411
Expr5304	C18D11.4_DM12525_GFP_a-2_1bi.jpg	2734823109
Expr5306	C18E9.6_BC10902_GFP_l-1_1.jpg	2734823813
Expr5308	C18F10.7a_BC15500_GFP_l-1_1.jpg	2735658222
Expr5309	C18F10.8_BC12044_GFP_a-4_1bi.jpg	2734825655
Expr5311	C18G1.2_BC14487_GFP_a-2_1.jpg	2735659488
Expr5314	C23G10.10_BC15064_GFP_l-1_1.jpg	2734826715
Expr5318	C23H4.6_BC14065_GFP_l-2_1bi.jpg	2734827593
Expr5319	C24A1.3_BC10723_GFP_l-5_1.jpg	2734828065
Expr5320	C24A11.8_BC12301_GFP_head.jpg	2735662598
Expr5322	C24A8.1_BC13771_GFP_l-1_2.jpg	2734829719
Expr5323	C24B9.12_BC15866_GFP_l-1_1.jpg	2734830157
Expr5324	C24B9.2_BC14895_GFP_l-2_1.jpg	2735664012
Expr5325	C24B9.4_BC14749_GFP_l-1_1bi.jpg	2734831265
Expr5326	C24B9.5_BC14838_GFP_l-1_1bi.jpg	2735665180
Expr5327	C24B9.6_BC14839_GFP_l-1_1.jpg	2735665830
Expr5329	C24G6.4_BC15233_GFP_a-2_1.jpg	2735666360
Expr5330	C24G6.7_BC15287_GFP_l-2_1.jpg	2735667002
Expr5334	C25D7.7_BC15046_GFP_a-3_2.jpg	2735669194
Expr5336	C25E10.12_BC15590_GFP_a-2_1.jpg	2735669874
Expr5338	C26C6.1_BC12726_GFP_l-3_1.jpg	2735670998
Expr5346	C27A12.8_BC12524_GFP_l-1_2.jpg	2734838063
Expr5348	C27A2.6_BC14452_GFP_l-2_1bi.jpg	2735672584
Expr5349	C27A7.4_BC13494_GFP_l-2_1.jpg	2735673090
Expr5350	C27B7.8_BC15705_GFP_l-2_2.jpg	2734840047
Expr5352	C27C12.6_BC15592_GFP_l-1_1.jpg	2734840545
Expr5353	C27C12.7_BC14919_GFP_a-3_2.jpg	2735675132
Expr5356	C27D6.4a_BC15580_GFP_e-1_1.jpg	2734841667
Expr5359	C27D6.7_BC12935_GFP_a-1_1.jpg	2735675926
Expr5360	C27D6.8_BC12286_GFP_l-1b_1bi.jpg	2735676574
Expr5362	C27F2.2_BC14958_GFP_l-1_1.jpg	2735677064
Expr5365	C27H5.8_BC14966_GFP_l-1_1bi.jpg	2734843807
Expr5367	C28C12.7_BC15469_GFP_l-1_1.jpg	2734844589
Expr5368	C28H8.11_BC12834_GFP_l-1_2bi.jpg	2734845069
Expr5369	C28H8.11_BC10770_GFP_l-3_1Ch1.jpg	2735679632
Expr5374	C29E4.8_BC12787_GFP_head.jpg	2734847433
Expr5375	C29E4.8_BC12840_GFP_l-3_1bi.jpg	2734848363
Expr5376	C29E6.1_BC10642_GFP_a-2_1bi.jpg	2734849163
Expr5379	C29F9.7_BC13546_GFP_a-2_1crop.jpg	2734849897
Expr5385	C30F12.1_BC12665_GFP_a-1_3Ch1.jpg	2735684940
Expr5388	C30F12.2_BC11215_GFP_a-3_2.jpg	2734851581
Expr5389	C30F12.6_BC15771_GFP_l-1_1.jpg	2734852307
Expr5396	C31C9.2_BC12735_GFP_l-2_1.jpg	2734852921
Expr5397	C31C9.2_BC13083_GFP_l-1_1.jpg	2735687652
Expr5403	C32F10.8_BC11111_GFP_a-2_5Ch1.jpg	2735688540
Expr5404	C33A11.4_BC11436_GFP_l-2_1bi.jpg	2735689636
Expr5405	C33A12.1_BC14160_GFP_a-2_1.jpg	2735690460
Expr5407	C33D12.1_BC10069_GFP_l-2_1bi.jpg	2734856859
Expr5409	C33D3.1_BC14255_GFP_l-1_1.jpg	2735691526
Expr5410	C33G8.5_BC12177_GFP_a-1_1and2.jpg	2734858169
Expr5415	C34B2.5_BC13307_GFP_l-1_1.jpg	2735692808
Expr5417	C34D1.3_BC14126_GFP_l-1_1bi.jpg	2735693304
Expr5418	C34D4.1_BC14153_GFP_l-1_1.jpg	2734859801
Expr5420	C34E10.6_BC13747_GFP_a-1_1.jpg	2734860755
Expr5422	C34F11.3a_BC15496_GFP_l-2_1.jpg	2735695662
Expr5423	C34F11.3b_BC15498_GFP_a-6_1.jpg	2735696924
Expr5428	C34G6.4_BC14931_GFP_l-1_1.jpg	2734863867
Expr5429	C34H4.3_BC12220_GFP_a-1_1.jpg	2735698084
Expr5433	C35D10.12_BC12382_GFP_a-3_1bi.jpg	2734865109
Expr5435	C35D10.14_BC12743_GFP_a-1_1.jpg	2734866243
Expr5436	C35D10.14_BC12954_GFP_a-1_3bi.jpg	2734866897
Expr5441	C36B1.4_BC14336_GFP_a-3_1.jpg	2735701344
Expr5442	C36C5.1_BC14732_GFP_l-1_1.jpg	2735702136
Expr5443	C36C5.10_BC14733_GFP_l-1_1.jpg	2734868993
Expr5444	C36C5.11_BC14894_GFP_l-1_1.jpg	2734869547
Expr5445	C36C5.2_BC14734_GFP_l-1_1.jpg	2734870237
Expr5447	C36C5.6_BC14777_GFP_l-1_2.jpg	2734870945
Expr5448	C36C5.7_BC14736_GFP_a-1_2.jpg	2734871607
Expr5449	C36C5.8_BC14832_GFP_l-1_1.jpg	2735706070
Expr5456	C37C3.2a_BC15723_GFP_l-2_1bi.jpg	2734873175
Expr5457	C37C3.3_BC15745_GFP_a-2_1.jpg	2734874179
Expr5460	C37C3.6b_BC14164_GFP_l-3_1.jpg	2735708632
Expr5461	C37C3.6b_BC15734_GFP_l-1_1.jpg	2735709530
Expr5464	C37F5.1_BC14988_GFP_l-2_1.jpg	2734876701
Expr5465	C37H5.1_BC15047_GFP_l-1_1bi.jpg	2734877459
Expr5466	C37H5.6b_BC15422_GFP_l-1_6.jpg	2734878595
Expr5470	C38C10.5a_BC15376_GFP_l-1_1.jpg	2735712614
Expr5471	C38D4.8_BC12534_GFP_l-2_1bi.jpg	2735713206
Expr5473	C38H2.2_BC15639_GFP_l-1_1.jpg	2734880707
Expr5474	C39F7.1_BC13972_GFP_a_.jpg	2735714752
Expr5476	C39F7.4_BC14155_GFP_l-1_2.jpg	2735716292
Expr5477	C39F7.4_BC15268_GFP_l-1_1.jpg	2735716984
Expr5482	C41D11.2_BC10855_GFP_l-1_3.jpg	2734884241
Expr5483	C41G6.10_BC16071_GFP_a-1_1bi.jpg	2735718430
Expr5484	C41G6.11_BC16070_GFP_l-1_1bi.jpg	2734885347
Expr5485	C42C1.14_BC15358_GFP_a-3_1.jpg	2735720618
Expr5486	C42C1.4_BC14917_GFP_l-2_1bi.jpg	2734887665
Expr5488	C42D8.3_BC14075_GFP_l-3_1.jpg	2734888835
Expr5491	C43C3.3_BC15137_OVERLAY_l-2_1.jpg	2734889469
Expr5493	C44B11.3_BC10751_GFP_a-3_1bi.jpg	2735723970
Expr5494	C44B12.2_BC11019_GFP_l-2_1.jpg	2734891343
Expr5497	C44C1.2_BC14162_GFP_l-1_1bi.jpg	2734891943
Expr5499	C44C10.8_BC13408_GFP_head.jpg	2735726252
Expr5500	C44C3.3_BC16107_GFP_l-1_1.jpg	2734893165
Expr5501	C44C3.5_BC16188_GFP_l-1_1bi.jpg	2735727366
Expr5503	C44H4.4_BC14330_GFP_a-4_1.jpg	2734894481
Expr5505	C45B11.1a_BC14946_GFP_l-2_1bi.jpg	2735728936
Expr5514	C46C11.1_BC15683_GFP_l-3_1.jpg	2734896049
Expr5515	C46E10.6_BC16049_GFP_a-1_1.jpg	2735730514
Expr5517	C46H11.11b_BC14610_GFP_l-2_1.jpg	2735731206
Expr5519	C47A10.1_BC15680_GFP_l-1_1bi.jpg	2734898119
Expr5520	C47A10.4_BC14644_GFP_l-2_1bi.jpg	2735732454
Expr5524	C47B2.5_BC12898_GFP_l-2_2.jpg	2734899801
Expr5528	C47D12.6_BC16377_GFP_l-1_2.jpg	2734900741
Expr5529	C47D12.8_BC14006_GFP_a-1_1.jpg	2734901225
Expr5533	C48A7.1a_BC10744_GFP_l-5_1.jpg	2735736054
Expr5537	C49C3.5_BC15177_GFP_l-1_1.jpg	2734903313
Expr5539	C49G7.11_BC15594_GFP_l-2_1bi.jpg	2735738448
Expr5541	C49H3.6a_BC10241_GFP_a-3_2prjctn9.jpg	2734906271
Expr5542	C50B6.2_BC15440_GFP_l-2_1.jpg	2735740528
Expr5543	C50B6.5_BC16064_GFP_l-1_2bi.jpg	2734907547
Expr5544	C50B6.6_BC15959_GFP_l-2_3.jpg	2735742226
Expr5546	C50C10.4_BC15937_GFP_l-3_1.jpg	2734909185
Expr5547	C50C3.5_BC15250_GFP_l-1_1.jpg	2735743446
Expr5550	C50C3.9_BC12299_GFP_l-3_1bi.jpg	2734910583
Expr5552	C50D2.7_BC14456_GFP_l-1_1.jpg	2735744912
Expr5554	C50E10.5_BC11973_GFP_l-1_1.jpg	2735745694
Expr5560	C50F4.14_BC15211_GFP_l-2_1.jpg	2734912489
Expr5561	C50F4.5_BC15707_GFP_a-1_1.jpg	2735746914
Expr5563	C50F7.4_BC14451_GFP_a-6_1N.jpg	2735748186
Expr5564	C50H11.2_BC14750_gfp_l-1_1.jpg	2735748948
Expr5565	C50H11.4_BC14751_GFP_l-1_1.jpg	2735749480
Expr5566	C51E3.4_BC16140_GFP_l-1_1.jpg	2734916123
Expr5567	C51E3.5_BC15999_GFP_l-2_1bi.jpg	2735751008
Expr5574	C52E12.4_BC13430_GFP_a-1_1.jpg	2735751578
Expr5576	C53A5.3_BC13706_GFP_l-1_2bi.jpg	2734918507
Expr5578	C53C11.3_BC13075_GFP_vnc.jpg	2734919225
Expr5581	C54A12.4_BC15032_GFP_l-2_1.jpg	2734920511
Expr5585	C54D10.10_BC13365__GFP_tail.jpg	2735755240
Expr5586	C54D2.4_BC14924_GFP_l-3_1.jpg	2735756082
Expr5587	C54D2.5a_BC14060_GFP_l-1_1bi.jpg	2735756788
Expr5589	C54G7.4_BC13545_GFP_l-1_1bi.jpg	2734923571
Expr5590	C54H2.5_BC10004_GFP_l-2_1.jpg	2735758374
Expr5592	C55H1.1_BC15578_GFP_l-1_1.jpg	2734925157
Expr5593	C55H1.2_BC11472_GFP_l-1_1.jpg	2735760014
Expr5595	C56A3.1_BC15275_GFP_l-3_1.jpg	2735761040
Expr5599	C56G2.3_BC15056_GFP_l-2_1.jpg	2735762066
Expr5600	C56G2.4_BC15057_GFP_l-1_1.jpg	2734928945
Expr5601	C56G2.8_BC16288_GFP_l-2_1bi.jpg	2734929643
Expr5604	CD4.2_BC12767_GFP_l-2_2.jpg	2734930303
Expr5606	D1007.12_BC15451_GFP_l-4_2bi.jpg	2734932017
Expr5607	D1007.7_BC15079_GFP_l-1_3.jpg	2735767204
Expr5609	D1014.3_BC15724_GFP_l-1_2bi.jpg	2735768102
Expr5611	D1046.1_BC14205_GFP_l-2_1.jpg	2734935213
Expr5612	D1046.1_BC15733_GFP_a-4_1.jpg	2734936339
Expr5617	D2007.2_BC15251_GFP_a-3_1.jpg	2734936993
Expr5621	D2013.10_BC13002_GFP_l-3_1.jpg	2735771722
Expr5622	D2013.9_BC11792_GFP_a-1_1.jpg	2735772398
Expr5624	D2024.3_BC13363_GFP_head.jpg	2734940181
Expr5626	D2030.2_BC10825_GFP_a-1_1.jpg	2734940667
Expr5629	D2045.9_BC15384_GFP_l-1_1bi.jpg	2734941709
Expr5630	D2085.3_BC11793_GFP_l-1_3.jpg	2734942789
Expr5634	D2096.11_BC15685_GFP_l-2_1bi.jpg	2734943441
Expr5636	DH11.3_BC10023_GFP_l-1_1.jpg	2735777678
Expr5638	DY3.6_BC14180_GFP_l-1_2.jpg	2735778230
Expr5639	E01A2.6_BC15262_GFP_a-2_1.jpg	2735778988
Expr5641	E02C12.3_BC13449_GFP_a-1_2.jpg	2735779688
Expr5642	E02D9.1b_BC13088_GFP_crop.jpg	2735780456
Expr5643	E02D9.1b_BC14365_GFP_a-1_1.jpg	2735780848
Expr5645	E02H4.1_BC11424_GFP_a-1_1.jpg	2734947677
Expr5648	E04D5.1a_BC14312_GFP_l-1_1.jpg	2735781954
Expr5649	EEED8.6_BC11803_GFP_a-1_1bi.jpg	2734948831
Expr5650	EEED8.6_BC15411_GFP_a-1_1.jpg	2734949497
Expr5652	F01D5.9_BC15044_GFP_l-2_1.jpg	2735783850
Expr5653	F01F1.15_BC13201_GFP_l-1_2.jpg	2734950563
Expr5654	F01G10.1_BC14716_GFP_a-2_1.jpg	2735785012
Expr5656	F01G12.5a_BC13861_GFP_l-1_1bi.jpg	2735785864
Expr5659	F01G4.1_BC11211_GFP_a-8_1bi.jpg	2734952751
Expr5660	F01G4.6_BC13775_GFP_a-1_1.jpg	2734953459
Expr5661	F02D8.2_BC12962_GFP_l-2_1bi.jpg	2734954173
Expr5662	F02D8.2_BC14022_GFP_l-4_1bi.jpg	2734954905
Expr5663	F02E8.5_BC16151_GFP_a-1_2bi.jpg	2734955639
Expr5664	F02E8.5_BC15747_GFP_l-1_1bi.jpg	2735790256
Expr5665	F02E9.2a_BC14203_GFP_a-3_1.jpg	2735790990
Expr5666	F02E9.4_BC14438_GFP_l-2_1.jpg	2735791682
Expr5667	F07A11.2a_BC15543_GFP_a-4_1.jpg	2734959037
Expr5670	F07B10.3_BC16203_GFP_l-1_1.jpg	2734959489
Expr5672	F07D10.1_BC15452_GFP_l-1_1.jpg	2735794218
Expr5673	F07F6.4_BC12686_GFP_l-1_1bi.jpg	2735795016
Expr5674	F07F6.9_BC16051_GFP_l-2_1.jpg	2734962137
Expr5676	F08A8.2_BC14661_GFP_l-1_1.jpg	2735797648
Expr5677	F08B12.3b_BC10749_GFP_a-2_1.jpg	2734964955
Expr5679	F08C6.3_BC14696_GFP_l-4_2.jpg	2735800046
Expr5680	F08C6.4_BC15595_GFP_l-1_1bi.jpg	2735800770
Expr5682	F08F1.7_BC12674_GFP_l-3_1bi.jpg	2734968175
Expr5683	F08F3.3_BC11948_GFP_l-2_1.jpg	2735802782
Expr5684	F08F3.3_BC14954_GFP_l-3_1bi.jpg	2734970171
Expr5685	F08F8.3a_BC16086_GFP_l-3_1.jpg	2734971191
Expr5686	F08F8.7_BC12846_GFP_l-1_1.jpg	2735805182
Expr5690	F08G2.1_BC12120_GFP_l-3_1.jpg	2734972447
Expr5691	F09B9.3_BC14337_GFP_l-2_1.jpg	2734973863
Expr5692	F09C12.1_BC16057_GFP_l-1_1bi.jpg	2734974429
Expr5694	F09C3.1_BC12986_GFP_l-1_1.jpg	2735808696
Expr5695	F09C6.5_BC15187_GFP_l-1_1.jpg	2735809212
Expr5696	F09D1.1_BC14219_GFP_a-1_1.jpg	2734976771
Expr5697	F09D12.1_BC13248_GFP_l-1_1.jpg	2734977305
Expr5700	F09E5.3_BC14910_GFP_l-1_1.jpg	2734977853
Expr5704	F09F7.7a_BC16164_GFP_l-1_1.jpg	2735811904
Expr5705	F09G2.4_BC15721_GFP_l-1_3.jpg	2734979403
Expr5707	F09G2.8_BC15684_GFP_l-2_1.jpg	2734980039
Expr5708	F10A3.13_BC16118_GFP_l-1_1.jpg	2734980703
Expr5709	F10A3.13_BC13458_GFP_l-1_1bi.jpg	2735814604
Expr5710	F10A3.15_BC16021_GFP_l-2_1.jpg	2735815404
Expr5711	F10B5.1_BC11044_GFP_l-1_3Ch1.jpg	2735816440
Expr5713	F10C1.2a_BC14131_GFP_l-1_1.jpg	2734983619
Expr5714	F10C1.5_BC15598_GFP_a-2_1bi.jpg	2734984275
Expr5716	F10D2.9_BC15777_GFP_l-1_1.jpg	2735818512
Expr5717	F10D7.2_BC11660_GFP_l-1_1.jpg	2735819190
Expr5718	F10E7.4_BC14486_GFP_a-1_1.jpg	2734986223
Expr5722	F10E9.6a_BC14214_GFP_l-1_1.jpg	2734986991
Expr5723	F10E9.6a_BC15412_GFP_l-1_1.jpg	2734987815
Expr5728	F10G7.8_BC14706_GFP_l-2_1.jpg	2735822624
Expr5729	F11A10.2_BC11048_GFP_l-2_2.jpg	2735823584
Expr5734	F11C1.5a_BC13193_GFP_a-1_1bi.jpg	2734990671
Expr5736	F11C3.2_BC12190_GFP_l-1_1.jpg	2734991559
Expr5739	F11D5.3a_BC10719_GFP_l-1_2bi.jpg	2734992571
Expr5740	F11E6.2_BC12883_GFP_l-1_1.jpg	2734993321
Expr5741	F11E6.2_BC12884_GFP_a-1_1.jpg	2735827464
Expr5743	F11G11.7_BC15760_GFP_l-2_1.jpg	2735828538
Expr5747	F13B10.1b_BC11466_GFP_l-1_1.jpg	2734995501
Expr5753	F13H10.1_BC16317_GFP_l-2_1.jpg	2735830088
Expr5754	F14B4.3_BC13702_GFP_a-1_2.jpg	2735830696
Expr5756	F14D12.4a_BC14009_GFP_a-2_1bi.jpg	2735831644
Expr5757	F14D12.6_BC11539_GFP_a-4_1bi.jpg	2735832852
Expr5759	F14F3.2_BC15240_GFP_l-2_1bi.jpg	2735833764
Expr5761	F14F8.4_BC14845_GFP_a-1_1.jpg	2735000759
Expr5762	F15A2.2_BC15383_GFP_l-1_1bi.jpg	2735001689
Expr5765	F15B10.1_BC14922_GFP_l-2_1.jpg	2735836192
Expr5767	F15C11.2_BC10660_GFP_l-2_1.jpg	2735836862
Expr5768	F15D3.1a_BC13486_GFP_vulv_VNC.jpg	2735837874
Expr5769	F15D3.7_BC14221_GFP_a-2_1.jpg	2735004671
Expr5770	F15E6.7_BC15938_GFP_l-2_1.jpg	2735839236
Expr5772	F16A11.1_BC14616_GFP_l-3_1bi.jpg	2735006413
Expr5774	F16B3.1_BC10829_GFP_l-1_3.jpg	2735007201
Expr5775	F16B4.8_BC14937_GFP_l-2_1.jpg	2735842760
Expr5776	F16D3.4_BC14385_GFP_a-2_1.jpg	2735009307
Expr5780	F17A9.3_BC15600_GFP_l-1_1.jpg	2735844050
Expr5781	F17C11.8_BC14448_GFP_a-3_1.jpg	2735844952
Expr5786	F18A1.5_BC14224_GFP_a-1_1.jpg	2735845390
Expr5787	F18C5.6_BC14650_GFP-l-1_1bi.jpg	2735845926
Expr5788	F18C5.8_BC14649_GFP_l-1_1.jpg	2735012373
Expr5792	F19B2.8_BC16016_GFP_l-1_1.jpg	2735846982
Expr5793	F19B6.1b_BC11255_GFP_l-1_1Ch1.jpg	2735847726
Expr5797	F19H8.1_BC14876_GFP_l-1_1.jpg	2735848250
Expr5798	F20B10.1_BC16329_GFP_l-1_2.jpg	2735014789
Expr5799	F20B6.2_BC14129_GFP_l-1_1.jpg	2735849436
Expr5800	F20B6.3_BC10710_GFP_l-1_1.jpg	2735015777
Expr5801	F20B6.3_BC12152_GFP_l-2_1.jpg	2735850520
Expr5802	F20C5.1_BC14952_GFP_l-3_1.jpg	2735851316
Expr5804	F20D1.9_BC15828_GFP_L-3_1.jpg	2735851918
Expr5805	F20D12.2_BC10228_GFP_l-1_1.jpg	2735018565
Expr5806	F20D12.3_BC10611_GFP_a-1_3bi.jpg	2735853296
Expr5807	F20D12.6_BC10766_GFP_a-1_1.jpg	2735019863
Expr5814	F20H11.5_BC14036_GFP_a-6_1.jpg	2735854612
Expr5815	F21D5.2_BC13144_GFP_tail.jpg	2735021021
Expr5818	F21G4.1_BC14918_GFP_l-2_1.jpg	2735855712
Expr5821	F22B3.1_BC12746_GFP_l-2_1.jpg	2735856680
Expr5823	F22D6.2_BC11040_GFP.jpg	2735857566
Expr5826	F22E10.1_BC11430_GFP_l-1_2Ch1.jpg	2735858176
Expr5829	F22F4.3_BC11796_GFP__l-1_1.jpg	2735025007
Expr5832	F22F7.2_BC15479_GFP_a-1_1bi.jpg	2735025483
Expr5833	F22G12.5_BC15674_GFP_a-1_2.jpg	2735026133
Expr5836	F23C8.6_BC14621_GFP_l-3_1.jpg	2735860752
Expr5837	F23F1.5_BC15773_GFP_l-4_1bi.jpg	2735861952
